단어,불용어,dff
다른곳보다는,,
그부분은,,
비추천이요,,
준수했어요,,
크리스마스에,,
성당도,,
짭잘하니..,,
맛있다며..,,
전화왔네요.,,
떨어져,,
아쉬웠는데...,,
이쁜짓,,
하셔서..,,
핵빠르고,,
겨울이,,
"오자,",,
저곳을,,
떠돌던,,
철새는,,
머물,,
찾았어요.,,
짱~양념은,,
무난하네요,,
시켜먹는거에여~너무,,
움냠냠,,
짱맛있어요??,,
이맛이데로,,
영혼하길용~~^^♥♥,,
간지치킨이링,,
치즈스틱이용,,
치즈가??????,,
맛있네요:),,
고추가진짜대박이에요,,
죄송해요~!,,
잠에,,
먹기엔!!,,
짜장치킨~!,,
골목식당에,,
닭떡볶이처럼,,
오묘합니다!,,
짜장면이라,,
거예요^^,,
믿고먹고,,
양호.,,
휴지,,
감사드려요-,,
잘먹었어요~~^^ㅋㅋ,,
서울대학동점,,
없을까요??,,
;;;;ㅠㅠ,,
"깜빡하신건지,",,
없는건지...,,
서울대학동점에서,,
왔어용!,,
때(다른,,
지점),,
오는거였나봐요.,,
추가해야겠어용.,,
맛있어요!?????,,
깨끗하네요!,,
최고최고에요,,
치킨은60계~~~^^,,
신경써주세요~,,
육십게치킨,,
ㅇㅍㄱ십,,
치킨은60계^^,,
쫀득쫀득??,,
메이플소스랑,,
천국의,,
맛이에요??,,
간지+고추치킨!!,,
잘먹곳엉용ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,,
튀김기루,,
벗겨서,,
고추치킨맛있어요ㅋ,,
후라이드는아이가먹기좋고멘보샤도맛있는데제입엔느끼.....ㅋㅋ그래도맛있게잘먹었어요,,
먹니라사진도못찍었네욬ㅋㅋㅋ,,
힘드네요...,,
듯해서,,
꼬마와,,
빛이,,
떡꼬치,,
그대로인,,
들더라고요.,,
새롭네요~~**,,
장난아닙니다,,
콜라두,,
좋아요~양도많고,,
좋아용~^^,,
맛있자너자너자너,,
뜨끈뜨끈하네요,,
배달원님도,,
치킨만나요,,
기대했던거만큼,,
맛있지는않네요.,,
질긴편이고,,
잘튀긴,,
기대이하였고,,
먹을만하지만,,
밸런스가,,
(조금덜달고,,
더매웠다면),,
푸짐!!,,
좋겠어요^^,,
나와요.기름이,,
너무…ㅠㅠ,,
이것이,,
치킨이죠.,,
또오르지는,,
않겠죠..,,
간간이,,
맛있네요....어느새,,
크크소스가검나게좋네요,,
핫이뭔뜻인지모르고시켰다가대부분버렸지요,,
따져도,,
애들이너무좋아해요,,
순살로소주안주먹을레요,,
싶어하길래,,
재미까지!,,
2째가,,
딱이라고해서,,
앞으로여기입니다,,
22시,,
09분에,,
"시키고,",,
23시,,
영업준비중으로,,
바뀌시고...,,
비오는날인거,,
감안은,,
했을땐,,
그러니,,
신경안썼는데,,
안될것,,
진행,,
해줄수,,
양해도,,
완료후,,
넘기고,,
거라면,,
늦어질것,,
해줬으면,,
안먹을래요..,,
지금먹으나,,
먹으나,,
똑같은걸요,,
신경써주세요~~,,
맛나요??,,
종이봉투에,,
줍니까??,,
다눅눅해져서,,
맛없고요,,
호랑이웨지감자,,
찌꺼기,,
가루로,,
짬처리,,
안나고요,,
많이시켜먹는데,,
대실망이,,
물같음,,
처음먹어봤는데맜있게잘먹어요,,
혼쭐이,,
제로콜라시켰는데,,
일반콜라주시는거,,
빼곤좋네요,,
맛있네여!!!!,,
끝이에요,,
잘먹었어어요~~^^,,
기름지지만,,
3종소스가,,
잡아줍니다~,,
먹었습니다????????????,,
배달이예상보다,,
늦구요.,,
맛없었습니다,,
제로콜라없는게아쉽네요,,
대세는,,
제로입니다,,
친절한대응감사합니다,,
치킨먹어봤어요.,,
시켰아용!!!,,
워커힐오면,,
시키는겁니다,,
자주이용하겠습니다~~,,
치킨이에요??,,
빠삭빠삭하네요>_<,,
치세권에,,
행볶해용,,
지연되서,,
에해한다,,
돌다,,
차가운닭이네요,,
안시킵니다,,
많아졌네요,,
다리살쪽은,,
웻지도,,
최애에요.,,
순살치킨들이,,
너겟같은,,
채웠습니다.,,
안보내셨나요,,
안받으시고.,,
후라이드중에,,
갑!!!,,
와우^^,,
맛있는거아닌가요?,,
와~~~이렇게,,
먹다니,,
또봅시다요~~^^,,
주문받아주셔서,,
주문하게됩니다.,,
맛있어요~특히,,
달달하며,,
소스네요.,,
완전바삭바삭,,
크크크.배달도,,
와~~계속,,
잘먹었습니다.바삭하고,,
맛있어요..계속,,
맛이네요..자주,,
같아요..바삭한치킨,,
원하시는분,,
들에게,,
지점이예요,,
욎둘했는데,,
흡입했대요.,,
안남겼어요.,,
맛보고싶어요,,
치킨맛있네요,,
배달요청사항을,,
안읽으시나봐요,,
기껏,,
적어놔도,,
읽지도,,
있는건지..,,
맛나용~~~~~~~,,
싶은맛,,
^^!!,,
잘먹엇숩미당,,
땡기더라고옹,,
막혀요!!!,,
놀랬습니다~~~,,
옥수수소스?그게,,
크크크!!!!!!,,
맛보는데,,
먹을거같아요~소스도,,
다리조각을,,
너무너무맛있는후라이드였어요,,
사이드를주문한것같은,,
두번반합니다ㅠㅠ????,,
500m콜라,,
포함이었는데,,
캔이,,
"사기인지,",,
"실수인지,",,
휴먼,,
에러인지,,
사기당한기분,,
담백해요!!,,
완벽한맛,,
호캉스,,
부모남이맛있게드셨다네요~~,,
익고,,
맛잇엇어요ㅎㅎㅎㅎㅎ,,
전달해주신분께...감사드립니다.,,
맛낫어요!!!!!!!,,
7-8개,,
인상적이었어요,,
Yummy.,,
글쎄,,
"되었는데,",,
있다고...(배달앱에는,,
"나와있고,",,
45분뒤에,,
배달하실,,
존맛탱구리입니다??????,,
다욧,,
치팅으로,,
시켰눈데…닭,,
살1도,,
안찔거,,
같는,,
너낌적인,,
너뀜…..??,,
100입니닷,,
먹었시요,,
야구보면서,,
시켜주면,,
벗겨지고,,
물컹,,
거리네요,,
묻히면,,
표시가,,
맛니게,,
60계지점보다,,
간장치킨중에,,
먹었습니다????,,
단품,,
아프지만,,
폭신하고,,
짱친절하세요,,
주셨나요ㅠㅠ,,
리뷰이벤트라는,,
단어를,,
그런가요ㅠㅠ,,
주문전에,,
봤을때는,,
적어보여서,,
감자을,,
결정하였습니다!,,
보내ㅐ,,
그렇세,,
"먹는데,이번엔",,
맛있으시다며,,
잘드셨습니다.,,
레전드입니다..,,
너무맛있어요ㅠ,,
기프티콘이,,
냅다,,
시켜먹었어요ㅋㅋ,,
서먹어봤지만,,
절대후회안하실거예요,,
오래오래하세요^^,,
캬!~~,,
번쩍뜨이는,,
맛이였어요.,,
맛이있어요!!!!,,
양념도맛있어요,,
담에또주문,,
하하핫치킨맛잇음ㅋㅋ,,
사진은못올림ㅋㅋ,,
첨먹어밧는데,,
왤케바삭,,
즘트입니다??,,
극찬하면서,,
시켜먹을게요????,,
음식도.,,
맛있어용????양념치킨,,
시켜먹어야겠네용,,
간이딱맞아요,,
맛있다하시며,,
시킬때면,,
음...바삭하긴,,
둘은,,
느끼하여...음.....음^^;;;,,
다르니까요~~,,
인기메뉴이니,,
먹어본걸로,,
메모했는데,,
안되었네요~~~,,
1.25가,,
오는건데...,,
500미리,,
음...^^;,,
오후시간대라,,
아숩지만...그래도,,
배가고픈,,
상황에,,
콜라관련,,
문제가있어,,
컴플레인을,,
풀렸습니다.,,
바사삭!!!치킨,,
떡볶이와,,
싶으시다,,
시켜먹어봤는데요,,
맛있어요!!!??????,,
빨리갖다주신,,
감사합니다??,,
메뉴에요,,
먹었습니다~리뷰서비스로,,
올줄,,
없더라구요..웨지감자,,
서비스였나?감자도,,
양푸짐하고,,
안올까,,
불안불안,,
전화연결이,,
내려놓는건...,,
시켜먹던거라서,,
양념도맛있네요,,
담에또먹게됨먹을게요,,
먹었어용.,,
맛나네요!!굿,,
연말이라서,,
배달받음,,
지침ㅠ,,
금욜이고,,
오래걸릴것,,
감안했는데,,
크리스피해서,,
6000원인데,,
용기,,
11일만에,,
가져와서,,
찍은겁니다.,,
지나칠,,
두개는,,
담아왔습니다.,,
먹었어요++,,
"빠른배달,",,
괞찬은데요,,
오래걸렸어요~~ㅠ,,
이브날이라,,
퍼펙트였는데,,
시켜먹을듯요.,,
~~바삭바삭,,
문제있었어요.,,
문앞에없어,,
라이더한테,,
엉뚱한데,,
갖다놓고서,,
배달완료했더라구요ㅡㅡ.,,
그래놓고서,,
전화끊고,,
몇분동안,,
짜증났네요.,,
극히드문데,,
말이죠.,,
맛있게먹었습니다~~~,,
어울리고요.,,
잘먹었네여~,,
이용하겠습니다..,,
ㅎㅏ....할말하않...,,
밤중에,,
양고많구요~,,
감사했어요~!,,
시켜먹고있는데,,
뿌리고소스였나?그거넣고,,
극락입니다.,,
좋아요??,,
토욜의,,
고팠고,,
간지맛...양념이,,
배었네요,,
후라이드...,,
화난거,,
나네요ㅜㅜ,,
먹느랴,,
치킨은크크크죠~바삭바삭맛잇게잘먹엇어요^^,,
고소~한,,
아닌가요??,,
차분해졌습니다,,
찍었어용,,
소스3종과,,
어울려용,,
먹기애,,
매울거라,,
정도입니다.,,
좋아요~양념만,,
묻혀주시면,,
마눌이랑,,
바삭바삭!!!!!,,
먹었어요~~~~^^,,
했는데.....,,
어디갔을까요?,,
했으니...,,
재밌어서,,
궁금했는데요,,
매워요~!,,
버티면서,,
았는,,
자주시켜먹었던곳인데,,
닭이타고.,,
지송하지만,,
두마리나,,
시켰네요ㅎㅎ,,
뜨끈해서,,
"맛있었어요??초딩1,2년",,
딸램들이,,
엄청잘먹었구,,
좋네요??,,
좋네요~~♡♡♡,,
메뉴중에,,
바삭바삭하다고,,
맛잇게잘먹었어요~<,,
부셔져있어서,,
불편했어요ㅜ,,
배송시간:50여분,,
튀김정도가,,
너무좋았습니다.,,
닭똥집으로,,
다소느끼함을,,
잡아주었구요.,,
가성비뿐,,
주문이력에,,
가게없어진줄알았네요.,,
검색하니,,
다시검색됩니다.,,
바싹튀겨지지,,
않았어요;;,,
"아쉽습니다,",,
마눌은,,
들어갔어요.,,
바싹튀겨달라해야겠어요,,
맛있어요...ㅎ,,
굿굿...마니마니,,
흥하세요,,
시커먼건지……튀김옷이,,
왜이래요?,,
쩔어보임…생각보다,,
"기대했는데,,",,
먹겠,,
맵부심으로,,
손색,,
빠르네요!,,
^^안전운전하시면서,,
오셔도됩니다,,
맛있었어요^^항상,,
가게번창하세요^^,,
소스들로,,
맛있게ㅈ먹겠습니다,,
갔는데도,,
반하고~,,
반했습니다.,,
ㅋㅋㅋ소스는,,
첫느낌,,
속살느낌,,
다함,,
"주에먹고,",,
주문~~,,
맛있게잘먹었어요.굿!!,,
"바삭하고,속살은",,
"촉촉하고,",,
생겼어요~,,
가루까지,,
첨인듯요.,,
분량,,
뺏길까봐,,
없었네요^^,,
감사합니다????,,
사랑해요????????,,
맛닜어요~~,,
느끼할만하면맵고,,
순살이죠!,,
미니볼이,,
슬픔,,
맛있습니다??,,
양파소스와,,
잘어우러져,,
먹었답니다~!,,
잘먹었어요~~~리뷰,,
쓴다는걸,,
ㅋㅋㅋㅋ너무,,
맛잇었고,,
감사합니다^_^대박나세요,,
그어제,,
주문햇어요,,
남기고갑니다,,
울동네에,,
호랑이치킨+후라이드치킨,,
튀겨나온것처럼요~,,
먹든지~,,
귀여워죽겟어요,,
????,,
바삭하더라구요~,,
주문한것,,
첨주문,,
시켰는데~,,
맛있습니다~??,,
바삭바삭한것도,,
느낌이라~,,
시켜볼께요??,,
순살크크크치킨,,
맛있어요~~♡♡♡,,
좋네요~^^,,
맛이ㅛ어요,,
빨리된다면,,
로픈해서,,
생긴거와,,
맛있어요~!!달면서도,,
먹었습니다~!!????,,
좋아하시는데,,
개봉역점이,,
없어지고,,
못드셔서,,
서운해하셨어요,,
개봉사거리점,,
시켜드실수있어,,
잘드셨답니다,,
많습니다~,,
뭐시켜야하나,,
맨위에,,
치킨이라듀,,
주분했는데,,
맛있네여??,,
주문해보도록,,
해야겠어요??,,
우왕??,,
행복합니다,,
되네요??????,,
코카콜라도,,
장미도,,
??,,
좋아영,,
ㅜㅜㅋㅋ,,
바삭한치킨이에요,,
빠른조리와,,
안매워요?,,
안매운건가??,,
주문할래요!!!,,
맛있어……………..,,
따뜻하게먹을,,
있었오요,,
자동취소가,,
되더니,,
ㅋㅋㅋ보다,,
ㅎㅎㅎ^^,,
조각이네요ㅠ,,
순살후라이드에요.,,
신도림점,,
배달해주시네요~,,
청양소스에,,
붙었으면,,
남았네요…존맛탱,,
여러맛을,,
너무좋았습니다,,
사리로,,
있었돈고,,
착각일수도,,
와작거리며,,
먹어봤더나,,
속촉이네요..,,
확돌아요,,
땡겨요.,,
근데마늘똥집에마늘이없어요ㅜ,,
맛있어요ㅛㅛㅛㅛㅛㅛㅛ,,
크크크최고예요,,
다른치킨못먹어요,,
넘맛있게잘먹구있어용:),,
먹으러갈게용,,
맛나요맛나요,,
무책임하네요.,,
안들어갔대요.,,
안되는데라며,,
손님한테,,
이러고,,
분한테,,
따졌더니,,
가계,,
어쩌구저쩌구.,,
사정은,,
안궁금했습니다.,,
하는일이,,
있지요.,,
피해보는,,
손님은,,
괜찮을까요,,
바뀌셨나봐요,,
오래튀기신건가..,,
사정으로,,
취소됐다고,,
여쭤보니,,
취소하신,,
같다거^^,,
…이런,,
없다며..여튼,,
존맛이네요..,,
완전최고^^,,
와..60계,,
도전이고,,
생각입니다!,,
바삭하기는,,
바삭하네요~소스도,,
남겼어요~저희집,,
느끼해요ㅜㅜ저희집,,
가족인데...맛은,,
윙인지,,
서비스주세용,,
적어요….,,
개에서,,
악취가,,
육안으로,,
멀쩡했는데,,
생선,,
비린내를,,
능가하는,,
났습니다ㅠㅠ.,,
바사삭..!!,,
^_^!!,,
특이하네요.,,
변치말고,,
유지해주세요~,,
심각해서,,
보셔도,,
아실듯..,,
뼈튀김인줄,,
개선됫으면,,
바람으로,,
아닌거같네요,,
체인점에비해,,
양이엄청적은듯해서,,
주문취소,,
하시는거는,,
알겠는데.,,
봉주문,,
불편하시면,,
오시면,,
드린다는것,,
안좋았지만,,
넘어갔습니다..,,
작은것아닌가요..,,
하고있었는데,,
크기에요.,,
진짜.,,
사진보시면,,
맞는건가요?,,
강추bbb,,
사악하지만,,
보장된...치킨,,
간장소스는,,
잔리네여,,
네요^^,,
크런치한것이,,
3~4조각,,
느끼해요..,,
땡기네요^^,,
맛있네요???,,
먹았습니다.,,
식감입니다,,
신상추천!,,
좋아하네요^^!!!,,
감동받았어요^-^,,
!.!,,
주문~배달해야하는데,,
누러서,,
감사합니다.치즈볼도,,
먹었어요.담에는,,
도전해볼려구요.,,
새해에는,,
"먹고,",,
소원,,
성취,,
하나님,,
기억이라,,
오버쿡인지는,,
최상입니다.,,
대마왕이고!,,
중국요리가,,
떠오르네요,,
교*치킨,,
"비슷하지만,",,
하겠습니다!!,,
강추.강추!!!!,,
주문할예정입니다.,,
조합이라,,
해뷰렀습니다ㅎㅎ,,
참지않고,,
들러,,
포장해가,,
다먹어가지궁,,
배불러죽겠네요오....,,
잘먹었습니당:)????,,
먹을게요오~~,,
",괜찮아요",,
풍족했으면..,,
시켜봐요!!!,,
같이먹느라,,
못해가지구ㅠㅠㅠㅠ,,
도착했구,,
맛있게먹었어요!!,,
취향저격이더라구요!!,,
맨날먹어도,,
맛있을것같아용,,
맛집이엿는지도,,
모르겟다,,
고추치킨만큼이나,,
같이오지않나요,,
오늘안왔는데,,
반반에는,,
안오는건지..,,
안식었으면,,
맛있었겠죠???,,
오는것도,,
땡겼었는데,,
좋아요??,,
감성나는,,
콜팝의,,
표현을,,
못하겠네,,
맛있어요ㅋㅋ잘먹었습니다,,
치킨집이랑,,
??맛있네요,,
먹었습니다.!!,,
지울,,
정말좋아,,
감사합니다??,,
짜고매운거,,
가족도,,
후폭풍이~,,
저는속이,,
쓰리더라구요.,,
우유를,,
두잔이나,,
쓰립...간장맛은,,
좋던데.,,
레시피인지,,
세게,,
해주신건지,,
힘들었숴요...,,
정밀,,
가족들하고,,
잘먹었ㅇ어요,,
식어왔엉,,
차가우니,,
먹었어요!ㅁㅁㅁ,,
잘먹었습니당ㅋㅋ,,
달지도않구,,
애들땸에,,
고명을,,
"준비해주셨고,",,
맛나요!!!!,,
않았다는,,
사실을,,
제외하곤,,
습니다.,,
ㅎㅎㅎㅎㅎㅎㅎㅎㅎㅎㅎ,,
좀짜긴한데,,
"심각하네정말..,",,
몇일이,,
지난듯한,,
상태...,,
해보려고요..,,
최악이네..,,
????????????,,
살짝식었지만,,
처음먹는,,
크리스마스이브날,,
진짜고생많으셨어요~,,
따뜻하게잘먹었습니다!!,,
청량고추의,,
소진,,
되었나봐요,,
이벤트에는,,
젤리만,,
되어있는데.,,
더매운고추는,,
신도림점이,,
많은듯요,,
맛있았습니다,,
기준으로는,,
누릉지,,
??????????????,,
고추장이라서,,
좋아라하네요,,
식었을뿐만아니라,,
차가워져서,,
질깁니다.,,
불만이,,
있어도,,
군말없이,,
대부분을,,
돌다가,,
배달지점이랑,,
500m밖에,,
그것밖에는,,
되지는,,
않겠죠?,,
먹고싶다고할때,,
시켜주는,,
외로는,,
일은,,
같습니다......,,
맛이있으니까,,
느끼는거겠죠?ㅋㅋ,,
맛남!!,,
포장의,,
한계겠지만,,
먹을때보다,,
간장양념도,,
맛나욤욤염욤욤욤,,
호랑이순살치킨,,
끝내줍니다.마요네즈소스에,,
신도림점은,,
반감되네요,,
바닥에만,,
치킨한점,,
고추집어먹고,,
오리지날도,,
그러더니,,
시켜봤는데도,,
주더라도,,
"별로지만,",,
다먹어보고,,
싶은데...,,
잘못주문한거,,
취소처리,,
주문할수있게,,
"배려해주시고,",,
쏟아지는,,
감자양,,
적은거같아요,,
어른들이라,,
치토스맛에,,
드시는집은,,
하실거,,
이영자씨의,,
속은거,,
아쉬웠어요~~저희가,,
이었을까요?,,
끝부분,,
굳어있던,,
단면이,,
부셔지기,,
쉬웠어요.,,
치킨에비해,,
깔칼하면서,,
만족이에요,,
뭍은,,
쬠,,
맛있습니다!~,,
시킬꺼예요,,
종량제,,
잘먹었습니다-!!!,,
머거써욤,,
친절해용,,
새로운거,,
쉬다가,,
먹어야해용,,
먹기편했습니다,,
어린이입맛에는,,
맛있다고하네요...어른입맛에는,,
좀...저의,,
취향입니다...,,
맜있어요.근데,,
좀짜서.,,
먹다가찍어서~ㅋㅋ,,
좋앗어요~,,
기름지지도,,
맛잇엇어요~,,
먹구서,,
그러셔서,,
내셨나봐요,,
첨인것,,
"잘어울어지는맛이고,",,
호랑이치킨은.,,
마늘?고추?후레이크도맛있고,,
약간매콤하면서,,
새콤달콤한맛이에요.,,
점보씨푸드의,,
크런치쉬림프느낌좀,,
따뜻바삭하니,,
말할것,,
덜해,,
엄청하길래,,
갠적생각~^^!!!,,
알싸한맛보다,,
달달한맛만,,
있는듯~@@,,
치토스맛이,,
느껴짐~;;;,,
치킨이니까,,
먹음ㅡ,,
신도림에서도,,
영접할,,
좋아요~캄사,,
매콤ㆍ달콤,,
묻어있질,,
브랜드여도,,
묻냐에,,
따라서,,
주문되길래,,
시본,,
박수짝짝,,
인정했어요ㅋㅋㅋ,,
알고있는,,
양념맛이긴하지만,,
찜하렵니다♥♥,,
조금있었지만,,
대처해,,
먹을께여~!,,
와사삭!!,,
왔니?,,
더맛있어요,,
잘뭇써요,,
눈떠보니,,
빈박스ㅋㅋㅋ역시,,
맛있ㅇ요~~~~~~~,,
맛있어용!!!!!!!!!!!!!!!!,,
깜짝놀랬어요..??,,
맛있어요!!다이어트중에,,
먹었습니당????치즈볼도,,
치즈가많아서,,
맛있었어요..??다음에,,
시킬게용??,,
맛일걸,,
한테는,,
정착할래요,,
꽂혔어요,,
간지치킨이죠~,,
찍었~,,
왜안올라가질까요~~,,
시켜먹는곳,,
너무잘먹어요,,
맛있습니다.정말,,
알싸,,
맛있어요.식어도,,
어떤맛이,,
있는거같아요.,,
크끄끄치킨,,
많지않은,,
